,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,writer,isbn,page_num,pub_year,rating,image_url,genres
122,122,122,122,"THE FIRM (PENGUIN READERS, LEVEL 5)",JOHN GRISHAM,582418275,111,1991.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1418465200M/5358.JPG,SCIENCE
123,123,123,123,ROOM,EMMA DONOGHUE,316098337,251,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344265419M/7937843.JPG,HISTORY
124,124,124,124,HAMLET,"WILLIAM SHAKESPEARE, RICHARD ANDREWS, REX GIBSON",521618746,2029,1600.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351051208M/1420.JPG,CRIME
125,125,125,125,DUNE (DUNE CHRONICLES #1),FRANK HERBERT,340839937,341,1965.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1434908555M/234225.JPG,PHILOSOPHY
126,126,126,126,THE TIPPING POINT: HOW LITTLE THINGS CAN MAKE A BIG DIFFERENCE,MALCOLM GLADWELL,316346624,200,2000.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1473396980M/2612.JPG,CRIME
127,127,127,127,STEVE JOBS,WALTER ISAACSON,1451648537,290,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327861368M/11084145.JPG,YOUNGADULT
128,128,128,128,ONE FLEW OVER THE CUCKOO'S NEST,KEN KESEY,451163966,375,1962.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1485308778M/332613.JPG,CRIME
129,129,129,129,THE OLD MAN AND THE SEA,ERNEST HEMINGWAY,684830493,766,1952.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1329189714M/2165.JPG,CLASSIC
130,130,130,130,THE GRAPES OF WRATH,JOHN STEINBECK,142000663,481,1939.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352912927M/4395.JPG,BIOGRAPHY
131,131,131,131,THE FIVE PEOPLE YOU MEET IN HEAVEN,MITCH ALBOM,1401308589,223,2003.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
132,132,132,132,"ANNE OF GREEN GABLES (ANNE OF GREEN GABLES, #1)",L.M. MONTGOMERY,451528824,1414,1908.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
133,133,133,133,"CITY OF GLASS (THE MORTAL INSTRUMENTS, #3)",CASSANDRA CLARE,1416914307,222,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1369452339M/3777732.JPG,CLASSIC
134,134,134,134,"A STORM OF SWORDS (A SONG OF ICE AND FIRE, #3)",GEORGE R.R. MARTIN,055357342X,275,2000.0,5.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1497931121M/62291.JPG,CRIME
135,135,135,135,DIVINE SECRETS OF THE YA-YA SISTERHOOD,REBECCA WELLS,006075995X,175,1996.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1408313524M/137791.JPG,YOUNGADULT
136,136,136,136,"OUTLANDER (OUTLANDER, #1)",DIANA GABALDON,440242940,289,1991.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1402600310M/10964.JPG,BIOGRAPHY
137,137,137,137,THE SCARLET LETTER,"NATHANIEL HAWTHORNE, THOMAS E. CONNOLLY, NINA BAYM",142437263,1679,1850.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1404810944M/12296.JPG,SCIENCE
138,138,138,138,"MISS PEREGRINE’S HOME FOR PECULIAR CHILDREN (MISS PEREGRINE’S PECULIAR CHILDREN, #1)",RANSOM RIGGS,1594744769,255,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1472782916M/9460487.JPG,SCIENCE
139,139,139,139,"THE GIRL WHO KICKED THE HORNET'S NEST (MILLENNIUM, #3)","STIEG LARSSON, REG KEELAND",030726999X,293,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327708260M/6892870.JPG,TEXTBOOK
140,140,140,140,THE MARTIAN,ANDY WEIR,804139024,248,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1413706054M/18007564.JPG,CLASSIC
141,141,141,141,"THE PILLARS OF THE EARTH (THE KINGSBRIDGE SERIES, #1)",KEN FOLLETT,451207149,355,1989.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
142,142,142,142,ALL THE LIGHT WE CANNOT SEE,ANTHONY DOERR,1476746583,239,2014.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451445646M/18143977.JPG,CLASSIC
143,143,143,143,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",LAURA HILLENBRAND,1400064163,116,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327861115M/8664353.JPG,SCIENCE
144,144,144,144,DECEPTION POINT,DAN BROWN,671027387,280,2001.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TEXTBOOK
145,145,145,145,THE GOLDFINCH,DONNA TARTT,316055433,208,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1451554970M/17333223.JPG,PHILOSOPHY
146,146,146,146,THIRTEEN REASONS WHY,JAY ASHER,1595141715,250,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1333822506M/1217100.JPG,SCIENCEFICTION
147,147,147,147,GIRL WITH A PEARL EARRING,TRACY CHEVALIER,452287022,269,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327197580M/2865.JPG,SCIENCE
148,148,148,148,"IF I STAY (IF I STAY, #1)",GAYLE FORMAN,525421033,230,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1347462970M/4374400.JPG,SCIENCE
149,149,149,149,THE RED TENT,ANITA DIAMANT,312353766,180,1997.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
150,150,150,150,"THE SEA OF MONSTERS (PERCY JACKSON AND THE OLYMPIANS, #2)",RICK RIORDAN,786856866,221,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1400602661M/28186.JPG,TRAVEL
151,151,151,151,DEAR JOHN,NICHOLAS SPARKS,446528056,211,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397749854M/5526.JPG,CRIME
152,152,152,152,"CITY OF ASHES (THE MORTAL INSTRUMENTS, #2)",CASSANDRA CLARE,1416914293,225,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1432730356M/1582996.JPG,CRIME
153,153,153,153,MACBETH,WILLIAM SHAKESPEARE,743477103,1832,1606.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1459795224M/8852.JPG,YOUNGADULT
154,154,154,154,"THE TWO TOWERS (THE LORD OF THE RINGS, #2)",J.R.R. TOLKIEN,618346260,553,1954.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1298415523M/15241.JPG,BIOGRAPHY
155,155,155,155,"SOMETHING BORROWED (DARCY & RACHEL, #1)",EMILY GIFFIN,031232118X,165,2004.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1305063535M/42156.JPG,YOUNGADULT
156,156,156,156,GREEN EGGS AND HAM,"DR. SEUSS, לאה נאור",394800168,172,1960.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1468680100M/23772.JPG,SCIENCEFICTION
157,157,157,157,"CHARLIE AND THE CHOCOLATE FACTORY (CHARLIE BUCKET, #1)","ROALD DAHL, QUENTIN BLAKE",142403881,438,1964.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309211401M/6310.JPG,SCIENCEFICTION
158,158,158,158,"THE BATTLE OF THE LABYRINTH (PERCY JACKSON AND THE OLYMPIANS, #4)",RICK RIORDAN,1423101464,192,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443142158M/2120932.JPG,CRIME
159,159,159,159,GREAT EXPECTATIONS,CHARLES DICKENS,192833596,1825,1860.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327920219M/2623.JPG,HORROR
160,160,160,160,"THE RETURN OF THE KING (THE LORD OF THE RINGS, #3)",J.R.R. TOLKIEN,345339738,570,1955.0,5.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1389977161M/18512.JPG,SCIENCE
161,161,161,161,THE STRANGER,"ALBERT CAMUS, MATTHEW    WARD",,775,1942.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1349927872M/49552.JPG,YOUNGADULT
162,162,162,162,"THE LOST HERO (THE HEROES OF OLYMPUS, #1)",RICK RIORDAN,142311339X,172,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1464201003M/7736182.JPG,HISTORY
163,163,163,163,ELEANOR & PARK,RAINBOW ROWELL,1250012570,203,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1341952742M/15745753.JPG,CRIME
164,164,164,164,"A FEAST FOR CROWS (A SONG OF ICE AND FIRE, #4)",GEORGE R.R. MARTIN,055358202X,276,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1429538615M/13497.JPG,CRIME
165,165,165,165,"MATCHED (MATCHED, #1)",ALLY CONDIE,525423648,184,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1367706191M/7735333.JPG,CRIME
166,166,166,166,"AMERICAN GODS (AMERICAN GODS, #1)",NEIL GAIMAN,747263744,296,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1258417001M/4407.JPG,SCIENCE
167,167,167,167,THE STAND,"STEPHEN KING, BERNIE WRIGHTSON",385199570,295,1978.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1213131305M/149267.JPG,CRIME
168,168,168,168,THE LAST SONG,NICHOLAS SPARKS,446547565,195,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1286549186M/6400090.JPG,TEXTBOOK
169,169,169,169,DIGITAL FORTRESS,DAN BROWN,552151696,285,1998.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1360095966M/11125.JPG,HORROR
170,170,170,170,EMMA,"JANE AUSTEN, FIONA STAFFORD",141439580,1810,1815.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1373627931M/6969.JPG,TEXTBOOK
171,171,171,171,ANNA KARENINA,"LEO TOLSTOY, LOUISE MAUDE, LEO TOLSTOJ, AYLMER MAUDE",345803922,1592,1877.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352422904M/15823480.JPG,HORROR
172,172,172,172,A CLOCKWORK ORANGE,ANTHONY BURGESS,393312836,383,1962.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1348339306M/227463.JPG,YOUNGADULT
173,173,173,173,THE SHACK,WILLIAM PAUL YOUNG,964729237,234,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344270232M/1812457.JPG,BIOGRAPHY
174,174,174,174,"THE LAST OLYMPIAN (PERCY JACKSON AND THE OLYMPIANS, #5)",RICK RIORDAN,739380338,187,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327924597M/4502507.JPG,HORROR
175,175,175,175,IT,STEPHEN KING,451169514,107,1986.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1309376909M/18342.JPG,TEXTBOOK
176,176,176,176,CRIME AND PUNISHMENT,"FYODOR DOSTOYEVSKY, DAVID MCDUFF",143058142,1814,1866.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1382846449M/7144.JPG,HORROR
177,177,177,177,THE BELL JAR,SYLVIA PLATH,61148512,346,1963.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1473890514M/6514.JPG,TEXTBOOK
178,178,178,178,"ANGELA'S ASHES (FRANK MCCOURT, #1)",FRANK MCCOURT,7205236,284,1996.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
179,179,179,179,SIDDHARTHA,"HERMANN HESSE, HILDA ROSNER",553208845,1072,1922.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1428715580M/52036.JPG,SCIENCEFICTION
180,180,180,180,IN COLD BLOOD,TRUMAN CAPOTE,679745580,323,1965.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1424931136M/168642.JPG,SCIENCE
181,181,181,181,"BEAUTIFUL CREATURES (CASTER CHRONICLES, #1)","KAMI GARCIA, MARGARET STOHL",316042676,219,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327873282M/6304335.JPG,HISTORY
182,182,182,182,"CLOCKWORK ANGEL (THE INFERNAL DEVICES, #1)",CASSANDRA CLARE,1416975861,203,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1454962884M/7171637.JPG,CRIME
183,183,183,183,MATILDA,"ROALD DAHL, QUENTIN BLAKE",141301066,342,1988.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,BIOGRAPHY
184,184,184,184,THE NIGHT CIRCUS,ERIN MORGENSTERN,385534639,219,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1387124618M/9361589.JPG,TRAVEL
185,185,185,185,"THE OTHER BOLEYN GIRL (THE PLANTAGENET AND TUDOR NOVELS, #9)",PHILIPPA GREGORY,743227441,211,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1355932638M/37470.JPG,SCIENCE
186,186,186,186,"UGLIES (UGLIES, #1)",SCOTT WESTERFELD,689865384,198,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1443904172M/24770.JPG,BIOGRAPHY
187,187,187,187,"A DANCE WITH DRAGONS (A SONG OF ICE AND FIRE, #5)",GEORGE R.R. MARTIN,,215,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327885335M/10664113.JPG,TEXTBOOK
188,188,188,188,"THE LORD OF THE RINGS (THE LORD OF THE RINGS, #1-3)",J.R.R. TOLKIEN,618640150,480,1955.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1411114164M/33.JPG,TEXTBOOK
189,189,189,189,WILD: FROM LOST TO FOUND ON THE PACIFIC CREST TRAIL,CHERYL STRAYED,307592731,201,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1453189881M/12262741.JPG,PHILOSOPHY
190,190,190,190,WATCHMEN,"ALAN MOORE, DAVE GIBBONS, JOHN HIGGINS",930289234,190,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1442239711M/472331.JPG,SCIENCE
191,191,191,191,"THE NAME OF THE WIND (THE KINGKILLER CHRONICLE, #1)",PATRICK ROTHFUSS,075640407X,223,2007.0,5.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1472068073M/186074.JPG,CRIME
192,192,192,192,OUTLIERS: THE STORY OF SUCCESS,MALCOLM GLADWELL,316017922,220,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1344266315M/3228917.JPG,SCIENCEFICTION
193,193,193,193,"MOBY-DICK OR, THE WHALE","HERMAN MELVILLE, ANDREW DELBANCO, TOM QUIRK",142437247,1923,1851.0,3.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327940656M/153747.JPG,BIOGRAPHY
194,194,194,194,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,"MARY ANN SHAFFER, ANNIE BARROWS",385340990,216,2008.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1351979318M/2728527.JPG,HORROR
195,195,195,195,FIGHT CLUB,CHUCK PALAHNIUK,393327345,262,1996.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1357128997M/5759.JPG,YOUNGADULT
196,196,196,196,"DEAD UNTIL DARK (SOOKIE STACKHOUSE, #1)",CHARLAINE HARRIS,441008534,209,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1468560853M/301082.JPG,BIOGRAPHY
197,197,197,197,THE COLOR PURPLE,ALICE WALKER,671727796,255,1982.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CRIME
198,198,198,198,MARLEY AND ME: LIFE AND LOVE WITH THE WORLD'S WORST DOG,JOHN GROGAN,739461192,219,2005.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1308858322M/12691.JPG,CLASSIC
199,199,199,199,AND THEN THERE WERE NONE,AGATHA CHRISTIE,312330871,574,1939.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1391120695M/16299.JPG,BIOGRAPHY
200,200,200,200,"THE LOST SYMBOL (ROBERT LANGDON, #3)",DAN BROWN,385504225,308,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358274396M/6411961.JPG,HORROR
201,201,201,201,"HUSH, HUSH (HUSH, HUSH, #1)",BECCA FITZPATRICK,1416989412,191,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358261334M/6339664.JPG,BIOGRAPHY
202,202,202,202,"BEAUTIFUL DISASTER (BEAUTIFUL, #1)",JAMIE MCGUIRE,,185,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1358259032M/11505797.JPG,SCIENCEFICTION
203,203,203,203,A CHRISTMAS CAROL,CHARLES DICKENS,1561797464,2480,1843.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1406512317M/5326.JPG,HORROR
204,204,204,204,"INTERVIEW WITH THE VAMPIRE (THE VAMPIRE CHRONICLES, #1)",ANNE RICE,345476875,289,1976.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1380631642M/43763.JPG,SCIENCEFICTION
205,205,205,205,"THE SELECTION (THE SELECTION, #1)",KIERA CASS,62059939,193,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1322103400M/10507293.JPG,SCIENCE
206,206,206,206,"ONE FOR THE MONEY (STEPHANIE PLUM, #1)",JANET EVANOVICH,312362080,209,1994.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1316730230M/6853.JPG,HISTORY
207,207,207,207,THE IMMORTAL LIFE OF HENRIETTA LACKS,REBECCA SKLOOT,1400052173,166,2010.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327878144M/6493208.JPG,CLASSIC
208,208,208,208,"THE SILENCE OF THE LAMBS  (HANNIBAL LECTER, #2)",THOMAS HARRIS,99446782,287,1988.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1390426249M/23807.JPG,TRAVEL
209,209,209,209,"VAMPIRE ACADEMY (VAMPIRE ACADEMY, #1)",RICHELLE MEAD,159514174X,232,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361098973M/345627.JPG,PHILOSOPHY
210,210,210,210,BLINK: THE POWER OF THINKING WITHOUT THINKING,MALCOLM GLADWELL,316010669,216,2005.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
211,211,211,211,ATONEMENT,IAN MCEWAN,038572179X,255,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1320449708M/6867.JPG,PHILOSOPHY
212,212,212,212,THE METAMORPHOSIS,"FRANZ KAFKA, STANLEY CORNGOLD",553213695,1416,1915.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1359061917M/485894.JPG,PHILOSOPHY
213,213,213,213,"THE TITAN'S CURSE (PERCY JACKSON AND THE OLYMPIANS, #3)",RICK RIORDAN,141382899,194,2007.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1361038385M/561456.JPG,SCIENCEFICTION
214,214,214,214,READY PLAYER ONE,ERNEST CLINE,030788743X,212,2011.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1500930947M/9969571.JPG,BIOGRAPHY
215,215,215,215,THE ART OF RACING IN THE RAIN,GARTH STEIN,1554681723,190,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1377206302M/3153910.JPG,PHILOSOPHY
216,216,216,216,"THE DEVIL IN THE WHITE CITY: MURDER, MAGIC, AND MADNESS AT THE FAIR THAT CHANGED AMERICA","ERIK LARSON, TONY GOLDWYN",739303406,170,2003.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1312066724M/21996.JPG,YOUNGADULT
217,217,217,217,"BARED TO YOU (CROSSFIRE, #1)",SYLVIA DAY,425263908,196,2012.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1477803272M/13572249.JPG,PHILOSOPHY
218,218,218,218,"THE CHRONICLES OF NARNIA (CHRONICLES OF NARNIA, #1-7)","C.S. LEWIS, PAULINE BAYNES",66238501,370,1956.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1449868701M/11127.JPG,SCIENCEFICTION
219,219,219,219,TWILIGHT: THE COMPLETE ILLUSTRATED MOVIE COMPANION,MARK COTTA VAZ,316043133,120,,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1352539022M/3609760.JPG,HORROR
220,220,220,220,"A CHILD CALLED ""IT"" (DAVE PELZER #1)",DAVE PELZER,1558743669,174,1995.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
221,221,221,221,"THE BOURNE IDENTITY (JASON BOURNE, #1)",ROBERT LUDLUM,752864327,243,1980.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1335860740M/7869.JPG,PHILOSOPHY
222,222,222,222,"ARTEMIS FOWL (ARTEMIS FOWL, #1)",EOIN COLFER,786817879,263,2001.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327945104M/249747.JPG,HISTORY
223,223,223,223,"FALLEN (FALLEN, #1)",LAUREN KATE,385738935,197,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1440619649M/6487308.JPG,SCIENCEFICTION
224,224,224,224,EAST OF EDEN,JOHN STEINBECK,142000655,181,1952.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1441547516M/4406.JPG,CRIME
225,225,225,225,DARK PLACES,GILLIAN FLYNN,307341569,231,2009.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1354988288M/5886881.JPG,PHILOSOPHY
226,226,226,226,THE CLIENT,JOHN GRISHAM,385339089,234,1993.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
227,227,227,227,"THE NANNY DIARIES (NANNY, #1)","EMMA MCLAUGHLIN, NICOLA KRAUS",312291639,184,2002.0,3.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
228,228,228,228,ALICE'S ADVENTURES IN WONDERLAND & THROUGH THE LOOKING-GLASS,"LEWIS CARROLL, JOHN TENNIEL, MARTIN GARDNER",451527747,945,1865.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327872220M/24213.JPG,SCIENCE
229,229,229,229,PERSUASION,"JANE AUSTEN, JAMES KINSLEY, DEIDRE SHAUNA LYNCH",192802631,1551,1817.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,CLASSIC
230,230,230,230,SARAH'S KEY,TATIANA DE ROSNAY,312370830,217,2007.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,HORROR
231,231,231,231,"THE GUNSLINGER (THE DARK TOWER, #1)",STEPHEN KING,452284694,313,1982.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1375776480M/43615.JPG,CRIME
232,232,232,232,LOVE IN THE TIME OF CHOLERA,"GABRIEL GARCÍA MÁRQUEZ, EDITH GROSSMAN",140003468X,447,1985.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1327124987M/9712.JPG,SCIENCE
233,233,233,233,SPEAK,LAURIE HALSE ANDERSON,014131088X,187,1999.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1310121762M/439288.JPG,SCIENCE
234,234,234,234,THE HUSBAND'S SECRET,LIANE MORIARTY,399159347,195,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1460577225M/17802724.JPG,CLASSIC
235,235,235,235,INTO THIN AIR: A PERSONAL ACCOUNT OF THE MOUNT EVEREST DISASTER,JON KRAKAUER,385494785,201,1997.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1463384482M/1898.JPG,HORROR
236,236,236,236,CARRIE,STEPHEN KING,1416524304,349,1974.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,YOUNGADULT
237,237,237,237,RUNNING WITH SCISSORS,AUGUSTEN BURROUGHS,031242227X,179,2002.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,SCIENCE
238,238,238,238,WORLD WAR Z: AN ORAL HISTORY OF THE ZOMBIE WAR,MAX BROOKS,307346609,237,2006.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1386328204M/8908.JPG,HISTORY
239,239,239,239,"INFERNO (ROBERT LANGDON, #4)",DAN BROWN,385537859,335,2013.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1397093185M/17212231.JPG,HISTORY
240,240,240,240,NUMBER THE STARS,LOIS LOWRY,440227534,181,1989.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1370917812M/47281.JPG,YOUNGADULT
241,241,241,241,"ALONG CAME A SPIDER (ALEX CROSS, #1)",JAMES PATTERSON,446692638,222,1993.0,4.0,HTTPS://S.GR-ASSETS.COM/ASSETS/NOPHOTO/BOOK/111X148-BCC042A9C91A29C1D680899EFF700A03.PNG,TRAVEL
242,242,242,242,MISERY,STEPHEN KING,450417395,297,1987.0,4.0,HTTPS://IMAGES.GR-ASSETS.COM/BOOKS/1270545451M/10614.JPG,HORROR
